ensembl_gene_id	external_gene_name	Fem7_Exe_shelf	Fem8_Exe_shelf	Fem9_Exe_shelf	Fem7_Exe_HVC	Fem8_Exe_HVC	Fem9_Exe_HVC	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSTGUG00000014160		7	0	12	8	5	12	7.388206208107641	0.4138831563747266	1.2152592498578294	0.34057190383298536	0.7334258837293511	0.9998207068924773
ENSTGUG00000014161		64	1	6	78	0	10	28.499124099654058	0.3920183215667853	2.2520001449953755	0.174075620038466	0.8618060330492119	0.9998207068924773
ENSTGUG00000014162		67	62	53	73	75	80	68.2621249168145	0.3657943586992424	0.3201815017456492	1.1424593760255015	0.2532631227952239	0.9998207068924773
ENSTGUG00000014163		84	114	77	85	83	99	89.67158329293255	0.008137494804866996	0.2954521546734505	0.027542512979338366	0.9780270322422031	0.9998207068924773
ENSTGUG00000014164		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014165		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014166		0	0	0	0	0	1	0.160235907967374	1.006097856067753	4.080472856796901	0.24656403592830706	0.8052456404796711	0.9998207068924773
ENSTGUG00000014167		67	51	55	46	54	60	55.299368926458904	-0.08293086216397436	0.3585627356205989	-0.2312868960586157	0.8170919261589712	0.9998207068924773
ENSTGUG00000014168		57	25	18	36	29	32	33.210516351263706	-0.019225793919057405	0.5851565145892403	-0.032855814538018516	0.9737895686456455	0.9998207068924773
ENSTGUG00000014169		1065	2348	1462	1047	2330	1555	1600.4300879865718	0.05914060144362026	0.2894408695559846	0.20432705835338535	0.8380979264744268	0.9998207068924773
ENSTGUG00000014170		9	18	7	16	24	12	14.214006357217492	0.6713567529507555	0.7147205948681432	0.9393275606877008	0.34756259244753435	0.9998207068924773
ENSTGUG00000014171		2	0	0	1	1	2	1.016796205503223	0.9607787389180499	2.5640388335798057	0.3747130216341732	0.7078739068706288	0.9998207068924773
ENSTGUG00000014172		1262	2051	1320	1168	2253	1430	1556.576728025417	0.10616455890924044	0.24248906144448762	0.4378117440713688	0.6615227568978916	0.9998207068924773
ENSTGUG00000014173		5	4	9	14	9	24	10.846889596793442	1.4227452994813734	0.8333619468236305	1.7072357394097306	0.087778244680672	0.9998207068924773
ENSTGUG00000014174		210	202	212	171	147	188	187.67184194117138	-0.2568167337004155	0.23053268845115388	-1.1140143960748143	0.26527301073024057	0.9998207068924773
ENSTGUG00000014175		4	0	4	7	3	6	4.097145952097089	1.033239476352511	1.3874484611181634	0.7447047622365802	0.45645021961963844	0.9998207068924773
ENSTGUG00000014176		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014177		213	310	297	169	316	332	268.23221974066854	0.024501618387984255	0.26027492871592456	0.09413745115161051	0.9249999707453611	0.9998207068924773
ENSTGUG00000014178		0	0	0	0	1	0	0.15958901588301302	1.0060978560677527	4.080472856796901	0.246564035928307	0.8052456404796711	0.9998207068924773
ENSTGUG00000014179		0	1	0	1	1	1	0.6600271268663213	1.5277309072966188	2.921345454960124	0.5229545532530908	0.6010058798073503	0.9998207068924773
ENSTGUG00000014180		0	17	0	0	12	0	4.522546694745845	-0.4444411494018284	2.5201194878207036	-0.17635717336012624	0.8600133479761854	0.9998207068924773
ENSTGUG00000014181		1	0	1	0	0	3	0.8180116376241273	0.5309293932962229	3.194113398247909	0.1662212098003338	0.8679828686247995	0.9998207068924773
ENSTGUG00000014182		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014183	CSNK1G2	725	902	626	605	758	704	713.6240751692221	-0.08098510034103962	0.172033186414297	-0.4707527775833214	0.637817290312882	0.9998207068924773
ENSTGUG00000014184		606	915	777	625	880	889	772.1624205087953	0.10147221189490686	0.17649624105215067	0.5749256261209784	0.5653415978617652	0.9998207068924773
ENSTGUG00000014185	CENPH	187	209	144	193	163	205	183.06941346765896	0.10566020092473896	0.25464590340412546	0.4149299066360994	0.6781932158508289	0.9998207068924773
ENSTGUG00000014186		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014187		514	640	690	463	534	565	562.3631408034041	-0.1947514564333245	0.160987311359734	-1.2097317160489929	0.226381855598572	0.9998207068924773
ENSTGUG00000014188	MRPS36	605	570	563	573	669	646	602.0034701029678	0.15718764284339617	0.15451167245604439	1.0173188882420068	0.30900175401618096	0.9998207068924773
ENSTGUG00000014189	SEC11A	1458	1566	1492	1240	1406	1334	1407.2987210117342	-0.13900494036410072	0.12162254388822959	-1.1429208427990574	0.253071457928378	0.9998207068924773
ENSTGUG00000014190	CDK7	758	1127	978	711	1022	1081	933.3979490106674	0.015273210050230114	0.17889084264272676	0.08537726037063353	0.9319614707392231	0.9998207068924773
ENSTGUG00000014191		76	74	60	84	62	62	69.90986834378022	0.0438982363281381	0.3554616509714428	0.12349640589404907	0.9017140201876949	0.9998207068924773
ENSTGUG00000014192		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014193		105	76	78	105	45	54	78.14097226457132	-0.27175411560016116	0.4522217727065477	-0.6009310740916178	0.547885895291846	0.9998207068924773
ENSTGUG00000014194		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014195		1	0	0	2	0	0	0.5485993586475421	1.0713313608338424	4.02678077154423	0.26605157360553244	0.7901994898579572	0.9998207068924773
ENSTGUG00000014196		2	9	9	9	7	5	6.791157794638193	0.1607632614209707	0.9967377656377341	0.16128942532654106	0.8718654515862871	0.9998207068924773
ENSTGUG00000014197		305	324	418	227	430	400	346.0443859776476	0.03652707805238243	0.24735676393507997	0.14766961481582588	0.8826035125533676	0.9998207068924773
ENSTGUG00000014198		4	0	0	0	0	0	0.6998285182978422	-2.905996069507072	3.9687992336090057	-0.7322103987770933	0.46404015828297557	0.9998207068924773
ENSTGUG00000014199		4	6	3	5	8	9	5.760096273070011	0.7948105242902984	0.9922481126505464	0.8010199406347651	0.4231201019192166	0.9998207068924773
ENSTGUG00000014200		288	430	388	304	389	335	351.8848487795019	-0.05635785571636963	0.19178453565736955	-0.2938602714926667	0.7688646771623416	0.9998207068924773
ENSTGUG00000014201		65	35	33	86	28	38	48.72206819361477	0.26643725875998403	0.5869023928560813	0.45397200966144147	0.6498489730087568	0.9998207068924773
ENSTGUG00000014202		0	1	0	0	2	0	0.47255912024541946	0.8732335327847375	4.044133970449855	0.21592596564935312	0.8290454568352575	0.9998207068924773
ENSTGUG00000014203		0	2	1	0	0	1	0.6293448690737057	-1.3819353542340185	3.414361043931848	-0.4047420107167795	0.685667158320148	0.9998207068924773
ENSTGUG00000014204		15	20	12	8	17	11	13.610317296919977	-0.35195056040314326	0.6802493924219238	-0.5173846008889139	0.6048877071667356	0.9998207068924773
ENSTGUG00000014205		321	523	391	308	578	387	411.6517913108244	0.08386085665406529	0.24858058055936869	0.3373588414081153	0.7358464076514981	0.9998207068924773
ENSTGUG00000014206		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014207		1	0	0	0	0	0	0.17495712957446055	-0.917455495574736	4.080472856796901	-0.22484048485864022	0.8221033699494316	0.9998207068924773
ENSTGUG00000014208		1	0	15	10	3	7	6.078788440573697	0.4053985979925531	1.4757225416813948	0.27471193706281255	0.7835375594387278	0.9998207068924773
ENSTGUG00000014209		85	94	31	103	105	45	77.53196596297792	0.3309928326658075	0.5140583462622214	0.6438818376795071	0.519652060110243	0.9998207068924773
ENSTGUG00000014210		84	95	79	78	84	66	80.64609243132305	-0.12857400413898037	0.3021573173435277	-0.42552007434194433	0.6704575909151946	0.9998207068924773
ENSTGUG00000014211		3	3	0	0	7	0	2.102137765342653	0.19138546979761115	2.417874973963999	0.0791544111496564	0.9369098053954787	0.9998207068924773
ENSTGUG00000014212		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014213		11	7	3	4	8	5	6.310412522164592	-0.2940028814613831	1.0130013176094985	-0.2902295153526327	0.7716406575139633	0.9998207068924773
ENSTGUG00000014214		55	61	76	53	44	75	60.25837298589401	-0.11428603862555001	0.37177209380365717	-0.3074088683103459	0.7585321788517527	0.9998207068924773
ENSTGUG00000014215		0	5	1	1	1	2	1.5961341728988139	-0.48990812719094995	2.0136621549791873	-0.2432921162964467	0.8077791112354841	0.9998207068924773
ENSTGUG00000014216		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014217		22	23	34	33	20	43	29.14363368664389	0.33159792621581047	0.528110053170883	0.627895500615501	0.5300723986874321	0.9998207068924773
ENSTGUG00000014218		12	12	16	8	28	19	15.54515077540376	0.4694606328351393	0.6887199469390415	0.6816422769830002	0.49546517530206524	0.9998207068924773
ENSTGUG00000014219	PPIB	9597	9568	9766	7983	7510	9145	8887.356366070124	-0.18755904437402543	0.1407253917280979	-1.3328017216425094	0.18259688060574297	0.9998207068924773
ENSTGUG00000014220		37	66	31	27	67	42	44.09585823374708	0.05621739680361337	0.4843617598762237	0.11606489500322952	0.9076011104665668	0.9998207068924773
ENSTGUG00000014221		35	35	23	43	56	29	36.842947812852245	0.5056080148295963	0.4757882324475867	1.0626744848829244	0.28792959564414955	0.9998207068924773
ENSTGUG00000014222		1	2	1	1	0	1	0.9911231131847069	-0.9127857522836746	2.310724396243611	-0.395021471953786	0.6928270416174306	0.9998207068924773
ENSTGUG00000014223		41	32	33	31	42	39	36.18227464920935	0.10801242807173035	0.42366467005824193	0.2549479239250271	0.7987633210022402	0.9998207068924773
ENSTGUG00000014224		38	71	40	49	60	50	50.7736705354082	0.15093824101933237	0.39537695598404143	0.3817578104512107	0.7026410151844393	0.9998207068924773
ENSTGUG00000014225		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014226		66	76	114	76	92	104	87.2567952637896	0.12725433585871967	0.3253133542914169	0.3911746449385683	0.6956681485490199	0.9998207068924773
ENSTGUG00000014227		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014228		6	26	13	18	30	17	18.02262024542256	0.5988315305213235	0.6951386471674957	0.8614562475578103	0.3889868084415929	0.9998207068924773
ENSTGUG00000014229		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014230		0	3	0	1	1	0	0.8065533958577341	-0.4315773156758336	3.2058996200579006	-0.13461972201988	0.8929125476344862	0.9998207068924773
ENSTGUG00000014231		287	270	354	364	228	246	292.90356633813906	-0.05373579653848488	0.2876694163014566	-0.18679704373638967	0.8518197648778174	0.9998207068924773
ENSTGUG00000014232		4	26	0	6	16	5	9.163267299946394	-0.07024987746608613	1.300794428279632	-0.054005364674720537	0.9569308900889693	0.9998207068924773
ENSTGUG00000014233		212	192	223	201	145	249	203.33360573148937	-0.03084831018177621	0.27435220151635575	-0.11244054179728227	0.9104741114197782	0.9998207068924773
ENSTGUG00000014234		207	193	114	172	183	108	162.96970895860915	-0.10127936818097472	0.34603423776986264	-0.29268597475702013	0.7697621911963374	0.9998207068924773
ENSTGUG00000014235		49	114	77	79	85	83	80.18256057489523	0.10665759982890821	0.355875791322719	0.29970456667615203	0.7644025149454603	0.9998207068924773
ENSTGUG00000014236		25	8	28	25	14	10	18.653820068777357	-0.2580543875339168	0.7491357085062798	-0.3444694794331161	0.730493245036847	0.9998207068924773
ENSTGUG00000014237		14	12	14	8	6	15	11.418469484961811	-0.4317772748794996	0.7503412446441903	-0.5754412115306912	0.5649929391186961	0.9998207068924773
ENSTGUG00000014238		366	376	335	268	308	365	333.7993533777844	-0.1581798016027819	0.18342666260157195	-0.86235991736038	0.3884894903233282	0.9998207068924773
ENSTGUG00000014239		4	4	5	1	6	6	4.230857450592003	3.542473543913482e-4	1.1925452012506395	2.970515113555812e-4	0.9997629871888118	0.9998207068924773
ENSTGUG00000014240		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014241		3	6	9	2	2	5	4.4002787776036225	-0.9572783013775935	1.180698138680705	-0.8107731095834897	0.4174959795874328	0.9998207068924773
ENSTGUG00000014242		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014243		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014244		0	1	3	0	1	0	0.8000104568050408	-1.8262288191381169	3.1769018584208095	-0.5748458405466476	0.5653955611819161	0.9998207068924773
ENSTGUG00000014245		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014246		41	23	45	46	44	45	40.83291646028373	0.3439645789926663	0.4527396087986218	0.7597404165838325	0.44740976482034517	0.9998207068924773
ENSTGUG00000014247		62	111	111	75	107	91	91.56221180996067	-0.00811726557225746	0.3199777232300786	-0.02536822091961938	0.9797612589787508	0.9998207068924773
ENSTGUG00000014248		227	336	324	251	383	403	316.44143594900066	0.26314451435950664	0.2207704413824107	1.1919372571425768	0.233285848033617	0.9998207068924773
ENSTGUG00000014249		2	0	2	9	5	6	4.115358385492186	2.3665623894030947	1.391988903520269	1.7001302118272488	0.08910643562336541	0.9998207068924773
ENSTGUG00000014250		0	0	1	2	8	1	1.9729370482521045	3.3699245244922036	2.177055058152236	1.547928019492722	0.12163962770038342	0.9998207068924773
ENSTGUG00000014251	DUT	749	933	916	738	985	981	875.1176887704248	0.09724018366390362	0.14419789275418846	0.6743523210125352	0.5000873475978551	0.9998207068924773
ENSTGUG00000014252		2	2	0	3	1	1	1.5369647035677172	0.41106189446590785	1.9890626637684743	0.20666110824638917	0.8362745327817583	0.9998207068924773
ENSTGUG00000014253		16	15	30	32	21	25	23.30597662270554	0.41578699567612515	0.5796017475864763	0.7173667046510931	0.4731478582340188	0.9998207068924773
ENSTGUG00000014254		2	0	0	0	4	0	0.9882703226809731	0.88967748960827	3.545487887682561	0.2509323167339292	0.8018664384448947	0.9998207068924773
ENSTGUG00000014255		34	22	49	29	28	42	33.89413167622176	-0.05420975497245616	0.5036653129474209	-0.1076305109343817	0.9142887933468995	0.9998207068924773
ENSTGUG00000014256		4013	3511	5158	3235	3817	4939	4082.9314038685266	-0.05154074197609281	0.2001613880113998	-0.25749592610317734	0.7967959598075784	0.9998207068924773
ENSTGUG00000014257		37	22	16	28	25	19	24.710545142640985	-0.02043404477139385	0.5839267113010498	-0.034994194264319	0.9720843703453985	0.9998207068924773
ENSTGUG00000014258		0	2	1	0	0	0	0.46910896110633166	-2.3414200274224592	3.9981626422929573	-0.585624007051311	0.5581282118522091	0.9998207068924773
ENSTGUG00000014259		32	58	85	49	57	99	62.408371337121125	0.2697501744672066	0.4542131840110416	0.5938845105399873	0.552589359675846	0.9998207068924773
ENSTGUG00000014260		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014261		1	0	6	0	0	0	1.1490378344597292	-3.627581953901548	3.300380212116088	-1.0991406204001175	0.2717067343160832	0.9998207068924773
ENSTGUG00000014262	RGMA	227	231	292	189	225	210	227.41782071745817	-0.2246258394130585	0.21061553155524246	-1.0665207724917536	0.2861882936607802	0.9998207068924773
ENSTGUG00000014263		64	93	59	61	100	51	70.56717866742056	0.019391792998419755	0.38168181909207605	0.05080617422267557	0.9594799709149876	0.9998207068924773
ENSTGUG00000014264		83	54	192	85	58	166	105.70972146830087	-0.060561648468683164	0.5273233311969839	-0.11484727658685767	0.9085661756480772	0.9998207068924773
ENSTGUG00000014265		20	3	24	27	8	20	17.38120905536665	0.2775160545816317	0.8757765064116995	0.31687999455328203	0.7513346624056635	0.9998207068924773
ENSTGUG00000014266	GLCE	25	47	36	15	45	17	30.135156495433673	-0.4531561021964716	0.5739070656565715	-0.7895984024487377	0.42976234153522846	0.9998207068924773
ENSTGUG00000014267		2438	2912	2954	2368	2667	2838	2675.529423320307	-0.03242671638196914	0.11850517358896558	-0.2736312297591411	0.7843680317513873	0.9998207068924773
ENSTGUG00000014268		5	5	12	1	5	4	5.215562325860909	-1.1278994428608697	1.1360700974597036	-0.9928079661483005	0.32080354705922315	0.9998207068924773
ENSTGUG00000014269		281	236	250	257	244	264	255.20261234317934	0.037528384907522035	0.21566599246424759	0.1740116022870104	0.8618563440355385	0.9998207068924773
ENSTGUG00000014270	GNRHR	8	12	15	19	31	20	17.377010688476734	1.042596813308817	0.6179865257404195	1.687086643288323	0.09158669295759014	0.9998207068924773
ENSTGUG00000014271		256	652	534	283	651	539	474.6166567425124	0.07087865131920783	0.33337732333035136	0.21260789609547773	0.8316328120593628	0.9998207068924773
ENSTGUG00000014272		65	74	64	26	98	75	65.6273737872963	-0.02182590938277102	0.45348097657164294	-0.048129713285388204	0.9616128658618548	0.9998207068924773
ENSTGUG00000014273		16	48	46	28	33	44	35.177367072716336	-0.009255451710945172	0.5211373601573107	-0.017760100155074888	0.985830235199138	0.9998207068924773
ENSTGUG00000014274	TMED3	526	597	513	490	494	498	517.0566623829202	-0.0940215460118334	0.15858555117919027	-0.5928758661348399	0.5532642303854021	0.9998207068924773
ENSTGUG00000014275		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014276		0	3	9	3	2	1	2.9611416061091056	-0.9002502649817766	1.6718451609864926	-0.5384770587549944	0.5902477391233575	0.9998207068924773
ENSTGUG00000014277		3	4	3	2	5	1	2.9572593115391106	-0.2848855034734538	1.3742884083485676	-0.2072967375281804	0.8357781218887465	0.9998207068924773
ENSTGUG00000014278	SLC44A2	147	198	143	163	204	151	166.50736671212877	0.13585254483005868	0.246203561412661	0.5517895194146143	0.5810925686898825	0.9998207068924773
ENSTGUG00000014279		0	0	0	0	2	0	0.31917803176602605	1.835006537926697	4.044134688320563	0.4537451591872509	0.6500122594447701	0.9998207068924773
ENSTGUG00000014280		26	44	215	42	37	177	88.31524796218281	-0.13304930941315588	0.7593301670442815	-0.175219311951025	0.860907310330122	0.9998207068924773
ENSTGUG00000014281		1018	623	141	1059	665	150	624.5593146457732	0.14537595030386405	1.0427945010101891	0.13940997019358428	0.889126194220401	0.9998207068924773
ENSTGUG00000014282	AP3S2	2890	3517	3278	2449	2972	3368	3048.738153826288	-0.10002425708198243	0.12675683499373996	-0.7891034600771015	0.4300515398121033	0.9998207068924773
ENSTGUG00000014283		14	18	16	6	30	4	14.357348748611377	-0.24849047560637752	0.8633327546977491	-0.2878269986331904	0.7734791695737108	0.9998207068924773
ENSTGUG00000014284		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014285		0	1	0	0	0	0	0.15338108847939344	-0.9174554955747362	4.080472856796901	-0.22484048485864025	0.8221033699494316	0.9998207068924773
ENSTGUG00000014286		2	2	2	1	3	1	1.8071940745557513	-0.24029998318708418	1.6585066575024594	-0.14488936905984523	0.8847982201242026	0.9998207068924773
ENSTGUG00000014287		2	0	0	0	0	0	0.3499142591489211	-1.9001681596611186	4.030349445333685	-0.47146486562377915	0.6373088039350956	0.9998207068924773
ENSTGUG00000014288		13	65	4	10	54	4	24.020562207136347	-0.21282716454596748	1.0602418661256028	-0.2007345411888825	0.8409061494381849	0.9998207068924773
ENSTGUG00000014289		6	8	19	3	0	13	8.004910531270745	-1.0165582623361957	1.2432388752350152	-0.8176693011984772	0.41354604423147484	0.9998207068924773
ENSTGUG00000014290		72	99	108	90	62	75	84.04120616734447	-0.23117441191919777	0.33733919984728616	-0.6852877223395641	0.4931623777972428	0.9998207068924773
ENSTGUG00000014291		74	125	93	84	91	114	95.70018214886016	0.03646521836511311	0.2984541937230154	0.12218028472052621	0.9027562399782684	0.9998207068924773
ENSTGUG00000014292		63	86	8	52	72	4	47.35789777694576	-0.22484321952706807	0.9110367550163054	-0.24679928475887222	0.8050635640518817	0.9998207068924773
ENSTGUG00000014293		91	139	144	80	155	143	123.2147284712828	0.04774605097130761	0.30931840075502104	0.15435890931403817	0.8773267509114342	0.9998207068924773
ENSTGUG00000014294		0	0	1	0	0	0	0.16234678414754475	-0.9174554955747362	4.080472856796901	-0.22484048485864025	0.8221033699494316	0.9998207068924773
ENSTGUG00000014295	ANPEP	8	9	12	19	21	22	15.154408727700538	1.140283018079706	0.6319325473518068	1.8044378673929773	0.07116269122299962	0.9998207068924773
ENSTGUG00000014296		0	0	3	0	0	1	0.6472762604100083	-1.4288277509208085	3.9951330738702495	-0.3576420921410371	0.7206111740338419	0.9998207068924773
ENSTGUG00000014297		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014298		6	16	28	10	9	16	13.91783696503882	-0.4582980796722007	0.7783310824318637	-0.5888215054193481	0.5559810179463378	0.9998207068924773
ENSTGUG00000014299		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014300		10	16	7	7	25	25	14.643467098463175	0.8047330336366544	0.7486041218450646	1.0749780961040534	0.28238453509511185	0.9998207068924773
ENSTGUG00000014301		295	254	186	287	224	209	243.6225557446384	0.023872151344774828	0.2898370591062848	0.08236404074201147	0.9343572301919366	0.9998207068924773
ENSTGUG00000014302		7	4	15	3	5	4	6.272778078046152	-1.0905595568246818	1.0358893728091774	-1.0527760834800794	0.29244362875497404	0.9998207068924773
ENSTGUG00000014303		0	0	1	0	0	0	0.16234678414754475	-0.9174554955747362	4.080472856796901	-0.22484048485864025	0.8221033699494316	0.9998207068924773
ENSTGUG00000014304		2	4	6	0	9	6	4.335235908703125	0.31617858585702163	1.4032339787856325	0.22532135811779913	0.8217292854641	0.9998207068924773
ENSTGUG00000014305		15	24	3	19	11	3	12.578331494374526	-0.24038398674491798	0.9897324527212624	-0.2428777454795828	0.8081001059844553	0.9998207068924773
ENSTGUG00000014306		0	0	2	0	0	0	0.3246935682950895	-1.8060485233574037	4.038541991608834	-0.4472031062472445	0.6547284188132345	0.9998207068924773
ENSTGUG00000014307		294	189	687	288	203	673	385.9984797996781	0.015690116623010394	0.721690877992502	0.021740771709149145	0.9826547403291699	0.9998207068924773
ENSTGUG00000014308		14	9	9	8	11	13	10.624065562266223	0.018843070501844764	0.7495789868632281	0.025138205355378997	0.979944726335631	0.9998207068924773
ENSTGUG00000014309		53	181	151	65	138	149	119.59087621236556	-0.08457177586830397	0.442969150177925	-0.1909202386539435	0.8485880836708068	0.9998207068924773
ENSTGUG00000014310		81	66	68	98	61	74	75.23511704023478	0.17316353823192	0.3686363515296615	0.4697408096444519	0.6385402075607947	0.9998207068924773
ENSTGUG00000014311		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014312		0	0	0	0	0	2	0.320471815934748	1.8400552110609467	4.0436632153171645	0.455046603310316	0.6490757116335253	0.9998207068924773
ENSTGUG00000014313		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014314		3	3	1	0	4	2	2.106189317775907	-0.23985357849027333	1.756789941302573	-0.1365294579911095	0.8914027384710593	0.9998207068924773
ENSTGUG00000014315		280	458	435	313	371	429	376.28112416913166	-0.026858671958243607	0.21313297745107246	-0.12601837725656218	0.899717377596613	0.9998207068924773
ENSTGUG00000014316		293	461	28	320	365	30	249.35665539846258	-0.04269864275341341	1.2678741153702462	-0.033677351904092226	0.9731344392884054	0.9998207068924773
ENSTGUG00000014317		143	175	172	152	212	188	172.13823836103867	0.2116201535622288	0.2163962538928161	0.977928913996113	0.32810948347943325	0.9998207068924773
ENSTGUG00000014318		233	174	171	199	181	212	195.24764683217418	0.07185328686785775	0.2594367546499008	0.27695877927867546	0.7818117578158866	0.9998207068924773
ENSTGUG00000014319		225	286	403	175	257	415	288.86407340310984	-0.08354850936141857	0.318226577835929	-0.26254409650376354	0.7929019931869923	0.9998207068924773
ENSTGUG00000014320		0	2	0	0	0	0	0.3067621769587869	-1.7350246180944577	4.045075710689041	-0.4289226561346395	0.667979511824617	0.9998207068924773
ENSTGUG00000014321	SERINC2	186	183	122	125	108	88	135.10608589214104	-0.5583688273015204	0.31495732615376004	-1.7728396228158494	0.07625528569387272	0.9998207068924773
ENSTGUG00000014322		20	14	13	8	15	13	13.728456982232185	-0.3692301509091478	0.6766017199978249	-0.545712699208531	0.5852634411992965	0.9998207068924773
ENSTGUG00000014323		4	1	0	1	0	1	1.2002666292811504	-1.3025303301208209	2.5086186202513705	-0.5192221406657277	0.6036058410095245	0.9998207068924773
ENSTGUG00000014324		1048	1003	990	1074	1022	1039	1028.1505794677212	0.09047910071426955	0.1592673993121644	0.5680955494032419	0.569970089655353	0.9998207068924773
ENSTGUG00000014325		1	0	3	0	1	2	1.142058313834856	-0.4432814725415596	2.473863022892429	-0.1791859405470546	0.8577917028817184	0.9998207068924773
ENSTGUG00000014326		188	303	189	201	233	230	221.63949592822348	0.018763761576147998	0.23704569044656176	0.07915672940857785	0.9369079614781636	0.9998207068924773
ENSTGUG00000014327		1117	930	886	1081	821	829	947.7225513341403	-0.049385869578357944	0.22866514605968546	-0.21597462678228802	0.8290075257107643	0.9998207068924773
ENSTGUG00000014328		14	35	22	17	20	36	23.525599113674122	0.0901280061352734	0.5863301762496036	0.15371544871145346	0.8778341032478096	0.9998207068924773
ENSTGUG00000014329		238	280	239	217	246	239	241.4828447900679	-0.06374578491862501	0.18508702952832054	-0.344409789713931	0.7305381275884684	0.9998207068924773
ENSTGUG00000014330		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014332		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014333		152	137	123	179	152	135	146.9057047589972	0.23015281701618906	0.27896421217989686	0.8250263186726239	0.4093566488749406	0.9998207068924773
ENSTGUG00000014334		0	0	0	0	0	0	0	NA	NA	NA	NA	NA
ENSTGUG00000014335		12	16	20	14	20	15	16.011333194197157	0.07350330731245797	0.6124569808698754	0.12001382890282496	0.9044721932584026	0.9998207068924773
ENSTGUG00000014336		170	154	82	156	145	77	131.2985020378086	-0.046190513202545	0.40741946614355073	-0.1133733585185892	0.9097345603325562	0.9998207068924773
ENSTGUG00000014337		0	1	0	0	0	0	0.15338108847939344	-0.9174554955747362	4.080472856796901	-0.22484048485864025	0.8221033699494316	0.9998207068924773
ENSTGUG00000014338		18	274	26	1	268	24	96.19900212593127	-0.07776352121477716	1.8238086274209506	-0.042637982980013985	0.9659901169694757	0.9998207068924773
ENSTGUG00000014339		1778	2346	2052	1845	2073	1908	1985.284509673963	-0.033488183021889814	0.13070271169516548	-0.2562164364270684	0.7977837177020047	0.9998207068924773
ENSTGUG00000014340		63	53	58	45	58	65	56.64605742639486	-0.0214372181312715	0.3479034319154272	-0.06161830026581265	0.9508668031297415	0.9998207068924773
ENSTGUG00000014341		83	50	63	112	62	77	75.57499230627239	0.4118968445853177	0.4186401264904253	0.9838924138456617	0.3251684140761321	0.9998207068924773
ENSTGUG00000014342		21	30	42	26	27	31	29.22766286342236	-0.09682677472470633	0.4876149911326504	-0.1985721860187142	0.8425974126490022	0.9998207068924773
ENSTGUG00000014343		8	2	2	1	3	1	2.856936852002515	-1.2810867747650347	1.5152587290171045	-0.8454574458026921	0.39785548237641777	0.9998207068924773
ENSTGUG00000014344		2	4	4	3	7	9	4.732535376153753	0.9534239533383035	1.1166252448556508	0.8538441681582751	0.3931913381646792	0.9998207068924773
ENSTGUG00000014345		1029	1201	1422	1007	1103	1147	1143.044833949518	-0.1192890137676458	0.15619134677710464	-0.7637363799537441	0.44502435636819526	0.9998207068924773
ENSTGUG00000014346		120	139	99	137	127	107	121.39469833933563	0.10764842490365223	0.2851097364623979	0.37756839257522024	0.7057512486064375	0.9998207068924773
ENSTGUG00000014347		12	0	11	2	5	7	6.178538844776284	-0.7492670119368822	1.337224613474639	-0.5603150019726229	0.5752645964589338	0.9998207068924773
ENSTGUG00000014348		67	72	71	71	93	54	71.05100436593366	0.0995756014569834	0.3434008404044734	0.2899690092187854	0.7718399465595231	0.9998207068924773
ENSTGUG00000014349		117	208	112	128	216	126	149.1301448837479	0.15461673629389056	0.33034172863626315	0.46805087850144994	0.6397482058491026	0.9998207068924773
