id	Fem7_Exe_MSt	Fem8_Exe_MSt	Fem9_Exe_MSt	Fem7_Exe_AreaX	Fem8_Exe_AreaX	Fem9_Exe_AreaX	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
RXRG	34	35	41	67	55	28	43.72807779821668	0.5280319085148114	0.5057015812194033	1.0441571237360239	0.2964127004733139	0.9999773224878018
unown12	0	2	2	0	0	1	0.7906701219895925	-1.8024629760893365	3.3792483282465757	-0.5333916898094904	0.5937624688647085	0.9999773224878018
unown13	1127	1534	1526	877	1635	1653	1370.432262563169	0.0270365138786767	0.216389940255562	0.12494348788463037	0.9005682897478346	0.9999773224878018
METTL18	286	280	288	299	316	242	284.79091031430414	0.0610627018426449	0.2185583098311699	0.2793886075062262	0.779946613026497	0.9999773224878018
SLC4A5	14	68	16	5	49	22	28.28627048418154	-0.3640455932960126	0.8964001792231575	-0.40611950079204967	0.6846547979650792	0.9999773224878018
PLPP5	28	37	27	30	29	14	27.531153107847228	-0.26700093649273454	0.5740829058376763	-0.4650912503711265	0.6418661115247251	0.9999773224878018
C1orf112	169	147	139	115	128	174	144.4915292209516	-0.09086186460636825	0.2748182248839792	-0.33062532386535737	0.740927515338716	0.9999773224878018
SCYL3	578	620	757	584	642	697	641.0971441813078	0.03005502492473395	0.14753426681530132	0.2037155541794229	0.8385757866005992	0.9999773224878018
TIA1	112	136	84	100	116	91	106.36639424078989	-0.06827367214947445	0.32884198367053424	-0.2076184779917811	0.8355268753908395	0.9999773224878018
DUSP26	610	571	817	606	634	688	649.2573620267272	0.005559673110779583	0.17207447713574206	0.03230969056726407	0.9742250812855209	0.9999773224878018
RNF122	2	0	0	2	1	0	0.8828670569402366	0.6246361488084433	3.3301666487645543	0.1875690362343202	0.8512145008875338	0.9999773224878018
unown14	155	145	302	128	169	217	182.55911013747834	-0.1726995449365496	0.3300783279959562	-0.5232077670323916	0.6008296769720451	0.9999773224878018
MAK16	492	381	452	419	381	431	425.24543209863265	-0.05557973462649633	0.20443792400507357	-0.2718660683773966	0.785725002378318	0.9999773224878018
KIFAP3	2833	3155	2988	2473	3448	3341	3014.561666625098	0.08517083152322846	0.12963608949245625	0.6569993884934696	0.511181309659464	0.9999773224878018
unown15	278	55	192	204	68	183	165.00267035675841	-0.14750103663938527	0.5814445987925658	-0.2536802937815357	0.7997425594341446	0.9999773224878018
METTL11B	7	11	7	6	6	7	7.283361136186453	-0.34684815462677787	0.9221032693496917	-0.3761489262166814	0.7068061827563965	0.9999773224878018
unown16	217	220	273	193	226	285	233.30562648569978	0.03436108286798979	0.21483071476429927	0.1599449264305103	0.8729244578814168	0.9999773224878018
PRRX1	4	17	8	6	8	4	7.731871103831482	-0.6226155040810014	1.0105470549724613	-0.6161172812462141	0.537817117270778	0.9999773224878018
unown17	0	0	0	0	4	1	0.8047654325477149	3.1659247168062867	3.9622067990963545	0.7990306607742754	0.42427263366563805	0.9999773224878018
ATP6V1B2	10111	10855	12613	9568	10351	12051	10834.65676655545	-0.019203321556802565	0.11353734070049552	-0.1691366156572201	0.8656891846791258	0.9999773224878018
LZTS1	821	1058	1682	761	1007	1354	1092.9296891081997	-0.1353819544809804	0.2545002981459513	-0.5319520466861744	0.5947592083694373	0.9999773224878018
FMO4	0	0	5	0	2	11	2.8452257923795665	1.4364558418367013	2.4368740549985772	0.5894665909755192	0.5555483172595272	0.9999773224878018
GFRA2	77	70	68	45	95	98	74.56453616703286	0.1670497556135116	0.38159843954257244	0.4377632042042849	0.6615579470112636	0.9999773224878018
unown18	456	466	552	392	486	447	462.5257310516754	-0.1034048067715027	0.15528918373318681	-0.6658854421513974	0.5054843262674054	0.9999773224878018
RHOBTB2	1298	1022	1639	1441	1095	1226	1284.237278286697	-0.0031875299407185505	0.22266208858147848	-0.014315548556224654	0.9885782349486681	0.9999773224878018
unown19	7912	8772	9533	6921	8540	7133	8070.03438847072	-0.16178702522071228	0.11889664490833599	-1.3607366746592628	0.17359692026822338	0.9999773224878018
MYOC	31	33	24	36	64	29	36.105631210501635	0.5891353210746619	0.5182834526397354	1.136704863089998	0.2556616856827204	0.9999773224878018
CHMP7	973	1126	1275	992	1008	1116	1073.4664401960044	-0.05779849980990232	0.13651669803506108	-0.42338044094106453	0.6720177128580791	0.9999773224878018
unown20	890	1175	1021	799	1090	940	977.20303842418	-0.07925982358293503	0.16019216178585127	-0.4947796614973675	0.6207556624925039	0.9999773224878018
LOXL2	3	1	6	0	6	1	2.7294909657021145	-0.4976029381838456	1.8191966455179687	-0.2735289444435877	0.7844466459034252	0.9999773224878018
VAMP4	3399	3994	3382	2976	3365	2848	3311.4327106777523	-0.1787171177458323	0.14804881156018712	-1.207149965355699	0.2273743954393029	0.9999773224878018
unown21	1532	1352	2061	1452	1451	1824	1598.1794056325832	-0.009310150799347737	0.17857107601040173	-0.052136947412499336	0.9584195732090636	0.9999773224878018
unown22	88	61	114	80	71	74	80.87769253997958	-0.16145927310108668	0.35994157249710906	-0.4485707832550614	0.6537413140347745	0.9999773224878018
unown23	192	133	147	155	165	96	148.40865918472036	-0.1296993166829862	0.3424630398471397	-0.37872500559732875	0.7048920824432725	0.9999773224878018
unown24	15	30	20	21	20	21	21.047214645966605	-0.00863332760276909	0.5914931278276806	-0.014595820638653697	0.988354633545863	0.9999773224878018
ITPA	3283	3432	3688	2813	3288	3310	3277.6826443664754	-0.09596382234263925	0.09724779187808162	-0.9867969286433561	0.3237422007195272	0.9999773224878018
unown25	21	37	28	34	47	35	33.47066910382934	0.483691300301371	0.4812804951559163	1.0050091478248535	0.3148924450041626	0.9999773224878018
unown26	229	206	248	247	201	210	223.3587610356166	0.008745126163101457	0.23843285830038077	0.03667752098196229	0.9707421322386567	0.9999773224878018
unown27	8	6	9	8	17	17	10.696004808008926	0.8972868877983006	0.8037463371554315	1.1163806866901838	0.2642592169480246	0.9999773224878018
unown28	6	10	21	15	16	3	11.739996607057472	-0.01413933914876792	0.9519004918034367	-0.014853799604599462	0.9881488184261237	0.9999773224878018
EEF1AKNMT	191	178	252	168	161	177	186.33065419381472	-0.23604610079837574	0.23520331885123652	-1.0035832060162053	0.31557955269512283	0.9999773224878018
unown29	4245	2897	6035	2933	2228	5610	3936.230947661363	-0.24191189646810463	0.32298907568489654	-0.7489785713499189	0.4538701211447519	0.9999773224878018
unown30	446	205	818	418	249	704	466.7555633930971	-0.0332172392241635	0.45628653595126517	-0.07279907822594912	0.9419660044813287	0.9999773224878018
unown31	37	31	32	38	31	14	30.703568826632733	-0.19660611788530202	0.5822913027579537	-0.33764220237207815	0.7356328350306794	0.9999773224878018
unown32	26	56	43	39	73	58	48.52452237686199	0.48764072540257364	0.4561728932214776	1.0689822491618721	0.285077668038144	0.9999773224878018
unown33	1221	1552	1362	1239	1542	1080	1325.6416723917396	-0.04492268118251165	0.18340601864071834	-0.2449356979419119	0.8065062204379118	0.9999773224878018
unown34	172	228	312	203	185	221	217.75763016024473	-0.1566820691174887	0.25851847665948907	-0.6060768697931966	0.5444637096056991	0.9999773224878018
PPIH	1846	1558	1580	1463	1504	1618	1590.4743909804802	-0.07608891018954293	0.15865141525840445	-0.47959805505430037	0.6315132296033275	0.9999773224878018
PIGC	382	464	362	364	522	267	392.07035491093546	-0.018325695757070763	0.2778911535793582	-0.06594558884306996	0.9474211449035573	0.9999773224878018
SUCO	342	449	400	336	390	284	364.684577885635	-0.1805414620297682	0.21384648809517007	-0.8442573157872959	0.39852563253818046	0.9999773224878018
FASLG	8	12	4	7	7	5	7.189584970043397	-0.290519927223485	0.9876085847662709	-0.2941650484865317	0.7686317869238308	0.9999773224878018
unown35	0	0	2	0	1	3	0.9465460192282527	1.0577394113261072	3.2376681474459508	0.32669790823389655	0.7438963825050735	0.9999773224878018
YBX1	11021	9942	9941	9418	9195	8694	9685.240825513585	-0.12660402023393622	0.15112915839266777	-0.8377206727042726	0.4021876002370923	0.9999773224878018
TADA1	466	450	474	427	483	431	453.23410534471924	-0.0018626478194294718	0.16345003451527818	-0.011395823959005432	0.990907644802062	0.9999773224878018
unown36	3	2	0	5	0	3	2.2604052284467784	0.7392480097145318	2.1296957765049522	0.3471143709209552	0.7285053975228952	0.9999773224878018
PRDX6	6311	6509	5890	5281	6297	5619	5956.681339928797	-0.07656470965817401	0.13003972631480454	-0.5887793817161964	0.5560092787628195	0.9999773224878018
FAM78B	61	65	119	34	50	103	70.2531710949352	-0.3495569962334728	0.4826333772266239	-0.7242702488629083	0.46889983824798653	0.9999773224878018
CLDN19	13	44	21	23	24	13	22.866635712713013	-0.30589132797577884	0.6888067476963163	-0.4440887505803607	0.6569784193596274	0.9999773224878018
PLPP6	1713	1786	2237	1579	1731	1878	1804.6273449447447	-0.0906631201534892	0.12790991958468548	-0.7088044496303804	0.47844583612763436	0.9999773224878018
P3H1	575	475	522	451	496	572	512.7326405627688	-0.007971925786458126	0.17930216389161366	-0.04446084538766121	0.9645370619492732	0.9999773224878018
C21H1orf50	454	536	500	471	548	464	493.0651072404749	0.04546127321455741	0.1665554840887311	0.27294972281031754	0.7848918638626796	0.9999773224878018
CDC42	6215	7033	7001	6277	6556	7008	6644.696395439704	0.02307219149807193	0.10463037469644772	0.22051141042941566	0.8254728868389267	0.9999773224878018
FMO5	86	170	111	56	156	108	112.44535630043609	-0.17036436746398523	0.41669559073035856	-0.40884610073598565	0.6826526057981301	0.9999773224878018
WNT4	6	10	8	7	2	6	6.4814783149653	-0.5985100971458124	1.045785846319371	-0.572306557075964	0.5671143082597021	0.9999773224878018
PRKAB2	210	232	202	191	195	208	205.50229536232388	-0.06767167050854164	0.21378418667262802	-0.31654198358538377	0.7515911637901318	0.9999773224878018
unown37	446	386	426	368	435	370	403.50755744394127	-0.05382287403647949	0.18402685820030545	-0.2924729279347668	0.7699250558063584	0.9999773224878018
unown38	329	359	261	261	352	309	310.411602544057	-0.005064881752251368	0.2255311261726566	-0.022457573099572605	0.9820829552182007	0.9999773224878018
unown39	12	28	14	23	18	12	17.8946568842829	0.04852018458324654	0.7050015097981324	0.0688228094676558	0.9451306618033428	0.9999773224878018
unown40	771	709	637	584	678	500	645.1400833831785	-0.21787717542695523	0.20583388907639438	-1.0585097352267927	0.28982311481501777	0.9999773224878018
HMGCS2	0	1	0	0	0	0	0.16252652229885126	-0.9108188294541582	4.080472856796901	-0.2232140395045134	0.8233689256373543	0.9999773224878018
unown41	0	0	1	0	0	0	0.15288351478182102	-0.9108188294541578	4.080472856796901	-0.22321403950451332	0.8233689256373543	0.9999773224878018
unown42	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown43	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
EPHA8	87	47	67	58	52	48	59.91640800236831	-0.2976827858264791	0.41927870464740274	-0.7099878494349454	0.4777116710277978	0.9999773224878018
C1QA	161	328	173	189	340	152	222.19126444766928	0.0859098478273764	0.38671109256858494	0.22215511651541237	0.824193132887021	0.9999773224878018
C1QB	217	151	259	205	137	288	208.3211784189528	0.06153631995833497	0.337845501251434	0.18214337539021405	0.8554702093991043	0.9999773224878018
unown44	91	130	146	125	101	117	117.61740901846913	-0.027241619512972617	0.29927328926414937	-0.091025896697811165	0.9274720138829544	0.9999773224878018
unown45	18	10	33	23	10	24	19.547216527867995	-0.014508877228023825	0.7316247447400324	-0.01983103678809996	0.9841781589714812	0.9999773224878018
unown46	1	0	0	0	0	0	0.1741467432682963	-0.9108188294541576	4.080472856796901	-0.22321403950451327	0.8233689256373544	0.9999773224878018
unown47	0	0	9	5	3	17	5.5104507952156485	1.5750002631205864	1.744447765500113	0.9028646740070501	0.3665977213201932	0.9999773224878018
unown48	2	3	16	1	4	15	6.511347754197358	-0.02234887337943572	1.34301320105864	-0.016640844156869835	0.9867231401375716	0.9999773224878018
unown49	1229	1173	1404	1230	1364	1306	1277.6057269376186	0.08781293297578895	0.12797343292856042	0.6861809593309061	0.4925990031977232	0.9999773224878018
unown50	0	0	0	10	0	0	1.8667236211188862	4.371367239037408	3.798504081228311	1.1508128319882842	0.2498092445592919	0.9999773224878018
SEC22B	1133	1247	1341	1021	1025	1182	1149.79043233566	-0.15155333262783519	0.12972883203268545	-1.1682316895418514	0.24271332114187708	0.9999773224878018
unown51	18	22	14	13	17	2	14.337925264518338	-0.6929043484652534	0.8857690616194352	-0.7822629830832307	0.43406003659537723	0.9999773224878018
unown52	85	219	245	135	168	270	183.29897063974929	0.11916819161637396	0.3963761836088306	0.30064417728482085	0.7636858403968672	0.9999773224878018
unown53	9144	12486	11687	9599	15183	12168	11593.314572558957	0.19354665299799886	0.16467855863136902	1.1752996541052483	0.23987485285869878	0.9999773224878018
unown54	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown55	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown56	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown57	115	169	104	101	180	114	129.49174961976635	0.06164513526727194	0.34075088317167	0.18090968596614074	0.8564384660001494	0.9999773224878018
unown58	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown59	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown60	1	4	0	1	2	0	1.3333828869353235	-0.6951684395569847	2.535917633213596	-0.27412895058269104	0.7839855263362214	0.9999773224878018
unown61	4	0	6	6	19	4	6.436670503165902	1.57878328055564	1.347236491027482	1.1718679616164247	0.2412500717772087	0.9999773224878018
unown62	92	90	159	72	102	152	109.1403258901855	-0.019820000063116613	0.36564568557369587	-0.05420548045581108	0.9567714543338575	0.9999773224878018
PACS2	873	1025	958	1042	1472	957	1049.900158059515	0.33051554435403835	0.19220228708429993	1.7196233685246118	0.08550092555481378	0.9999773224878018
unown63	8	12	7	12	14	14	11.148849678661602	0.611293530917202	0.7667739692177998	0.7972278082689658	0.4253187385122848	0.9999773224878018
unown64	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown65	28	97	79	22	100	80	65.7366595529728	0.014537910428105805	0.6032911983347967	0.024097667044096317	0.9807747042125357	0.9999773224878018
unown66	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown67	53	143	254	85	233	135	146.31671123277093	0.07268617729516233	0.5126301885401355	0.14179066882923436	0.8872453547952227	0.9999773224878018
unown68	0	4	0	0	9	0	2.1011657048142056	1.1612111187146283	3.1524384355461605	0.36835330568904456	0.7126098100911751	0.9999773224878018
unown69	321	278	263	297	265	207	272.5481378611656	-0.10710867008754126	0.26448740308743296	-0.40496699970294536	0.6855017682887636	0.9999773224878018
unown70	0	0	4	0	2	0	0.9339917514870175	-0.9208689196932225	3.92715811179829	-0.23448735535416124	0.8146066485518957	0.9999773224878018
unown71	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown72	529	362	490	484	383	442	448.6249429933339	-0.020508955552424334	0.24060719482789125	-0.08523833032962541	0.9320719182553464	0.9999773224878018
unown73	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown74	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown75	90	217	189	66	188	149	146.2855026343701	-0.2636854351535801	0.42248715574689116	-0.6241265126449241	0.5325445034535599	0.9999773224878018
unown76	0	6	0	2	0	0	1.3485038580168849	-1.407020707331131	3.544877879281802	-0.3969165526278145	0.6914289974990775	0.9999773224878018
unown77	1	3	0	0	9	0	2.1127859257836508	1.140532561205318	2.6790360881095796	0.42572497110709595	0.6703082640472688	0.9999773224878018
unown78	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown79	0	3	0	2	3	0	1.3446108296599313	0.8102362898383848	2.9004281578693862	0.27935058058241063	0.7799757929053849	0.9999773224878018
unown80	74	87	82	72	83	110	83.9690242200555	0.16793225439868836	0.3096251861155482	0.5423727200797489	0.5875617686045145	0.9999773224878018
MTA1	493	561	575	461	501	634	533.1162856332758	0.017752881957190682	0.1644937760448713	0.10792433844030656	0.9140557105975877	0.9999773224878018
EPHB2	658	769	866	553	597	856	708.2836548776477	-0.14521378673029983	0.1881299643947223	-0.7718801584718399	0.44018540998477107	0.9999773224878018
unown81	0	6	8	1	7	0	3.513501537418631	-0.7403470075903698	1.977805544946437	-0.3743275012460438	0.7081606738616453	0.9999773224878018
LACTBL1	0	5	4	1	1	14	4.009968548508768	0.859905959604209	1.7429503264934985	0.4933622872283369	0.6217566245287818	0.9999773224878018
unown82	0	0	0	3	0	0	0.5600170863356658	2.6262320170917923	3.9870969345677034	0.6586827609639089	0.5100995053060338	0.9999773224878018
unown83	0	1	0	0	0	0	0.16252652229885126	-0.9108188294541582	4.080472856796901	-0.2232140395045134	0.8233689256373543	0.9999773224878018
unown84	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown85	80	79	110	85	75	103	88.01239051838334	0.025720105773022823	0.31595093988669076	0.08140537825982351	0.9351195720759597	0.9999773224878018
unown86	0	2	0	6	4	0	2.090002601988501	2.4347123752488624	2.563919909686474	0.9496054717039069	0.34231275715746645	0.9999773224878018
unown87	0	0	1	0	0	0	0.15288351478182102	-0.9108188294541578	4.080472856796901	-0.22321403950451332	0.8233689256373543	0.9999773224878018
unown88	0	0	0	2	0	0	0.3733447242237773	2.0357481047528867	4.027094763974217	0.5055128384274397	0.61319868351335	0.9999773224878018
CRIP2	5463	5667	7241	4817	5406	6152	5733.632395858167	-0.11344069560241563	0.12787992066152393	-0.8870876288911186	0.375031723976293	0.9999773224878018
unown89	7	11	5	21	9	4	9.781815933355997	0.6655104478097108	0.9977138963690932	0.6670353597676187	0.5047495474946704	0.9999773224878018
unown90	2	1	1	8	7	1	3.445534391599689	2.0719104428446093	1.552841960970302	1.3342699997300205	0.18211538582310124	0.9999773224878018
unown91	1	7	3	0	3	0	2.2541694822453184	-1.8549735056347547	2.1474138582001348	-0.86381742324672794	0.38768819501375007	0.9999773224878018
unown92	80	60	43	73	63	49	61.874474022096706	0.06354076389553528	0.4418957432104837	0.14379130116505684	0.8856652721547211	0.9999773224878018
unown93	44	39	25	38	35	26	34.71573956308731	-0.07751767780304512	0.5149713542282092	-0.15052813552944388	0.8803479546825296	0.9999773224878018
unown94	114	111	0	145	133	2	86.72380185156089	0.3658857163907118	2.1424020725419948	0.17078293616313697	0.864394446914451	0.9999773224878018
unown95	482	544	542	347	453	444	464.001421605688	-0.2889641038057477	0.15465738279780258	-1.868414546905506	0.06170431098111559	0.9999773224878018
unown96	34	31	42	14	28	36	30.26284156764258	-0.42681512979159875	0.5273721428303388	-0.8093243748161147	0.4183285893126182	0.9999773224878018
unown97	135	136	103	100	106	124	116.93931923334883	-0.14125435230278965	0.28972485840482753	-0.48754654012262005	0.6258710700030894	0.9999773224878018
unown98	5	1	1	0	3	2	1.98953038761825	-0.5374716892953283	1.9646038142880982	-0.2735776472520434	0.7844092137653836	0.9999773224878018
TMEM121	201	182	303	129	189	316	215.97262918836506	-0.07711065225452816	0.3350279495320403	-0.23016184877182527	0.8179660063086323	0.9999773224878018
unown99	6	11	20	14	21	18	14.766862200785667	0.5863080195051268	0.7316066845615325	0.8013978437833897	0.4229013630275564	0.9999773224878018
unown100	4	0	0	0	0	0	0.6965869730731852	-2.896148464602778	3.9689342332794046	-0.7297043222129137	0.46557093857840226	0.9999773224878018
unown101	3	0	1	3	3	2	2.038727465118472	1.025347260198802	1.871608236043915	0.5478428874442843	0.58379978743674	0.9999773224878018
unown102	102	137	125	85	103	151	115.75061987413872	-0.061664617881303944	0.3030591933029664	-0.20347384023971254	0.8387646904598278	0.9999773224878018
unown103	193	142	284	134	142	335	201.56636451825244	0.01990919138332098	0.39349476977634423	0.05059582213668819	0.959647592015244	0.9999773224878018
unown104	8	12	20	12	12	12	12.494177582809046	-0.07735498566321378	0.7471576018262973	-0.10353235445123347	0.9175404723206073	0.9999773224878018
unown105	0	0	7	0	0	0	1.0701846034727471	-3.5259829918379233	3.9470561408324887	-0.8933196960036764	0.37168599329786334	0.9999773224878018
unown106	14	39	39	15	24	45	28.601875744168655	-0.08729564046321486	0.6401237838906879	-0.1363730619922132	0.891526368122972	0.9999773224878018
unown107	42	44	23	20	50	20	32.973541546195854	-0.2581250998924431	0.5994122516993291	-0.43063033690195757	0.6667371791478569	0.9999773224878018
unown108	92	105	136	98	85	114	104.10019209706432	-0.10359671079090811	0.29695349624809264	-0.3488650987438021	0.7271905881289167	0.9999773224878018
DPYSL5	150	203	234	188	203	147	186.21145485815782	-0.05753637679211144	0.2677061220447526	-0.21492364968214306	0.8298268459499717	0.9999773224878018
unown109	247	286	300	211	309	303	273.0040317664334	0.025189766789598604	0.1978808229863999	0.127297665379782	0.8987048080328774	0.9999773224878018
unown110	0	2	4	0	0	0	0.9365871037249865	-3.333013089609304	3.771330044393596	-0.8837765590323001	0.37681684267255244	0.9999773224878018
unown111	13	56	118	20	81	112	64.10183679504915	0.23847072691596707	0.7418760170274056	0.3214428306652724	0.7478748296576754	0.9999773224878018
unown112	11	13	5	14	7	11	10.293242058681667	0.19743692807153115	0.8722476243447884	0.2263542170376687	0.8209259333319159	0.9999773224878018
CASP9	371	317	470	369	332	379	370.9778479466383	-0.03987890545360417	0.21149832999162815	-0.18855423328960902	0.8504422058141528	0.9999773224878018
unown113	30	18	21	50	22	22	27.757787283619408	0.5262723840940358	0.6383157939945968	0.8244702528831529	0.40967241138779104	0.9999773224878018
unown114	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown115	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown116	18	20	41	15	28	29	24.60354044259481	-0.08233451291217547	0.5965780851849415	-0.1380112930005658	0.8902314924345088	0.9999773224878018
unown117	19	47	197	0	31	48	53.73648360949415	-1.695265739103438	1.6700122969515854	-1.0151217102999481	0.31004781387345226	0.9999773224878018
unown118	695	986	945	542	790	707	767.3192515882638	-0.3176534923342395	0.17771316294881948	-1.7874505583231455	0.07386469634878808	0.9999773224878018
unown119	82	62	139	59	57	135	87.39095593886951	-0.1259215075312139	0.4599579760344554	-0.2737674180951286	0.7842633639291282	0.9999773224878018
unown120	0	0	6	1	0	5	1.9032236899440547	0.09860676934499944	2.7237986865369184	0.03620192998564431	0.9711213470938029	0.9999773224878018
UHMK1	188	284	357	226	289	313	272.2926901979335	0.05586588799641882	0.24881397096994165	0.22452874241200782	0.8223459045568136	0.9999773224878018
SRCIN1	390	399	457	408	626	538	465.72398570901396	0.3774047858972065	0.178606317240394	2.113053959839735	0.03459614967100459	0.9999773224878018
C2CD2L	74	164	100	80	105	142	109.39108474649595	-0.006292704961719414	0.3791338973466635	-0.016597579392817096	0.9867576556579418	0.9999773224878018
unown121	9	0	0	4	0	0	2.3140101378622213	-1.0795096873463266	3.1040927691162294	-0.34776978899817973	0.7280130799655661	0.9999773224878018
unown122	6	9	9	3	10	15	8.4536270588938809	0.24139994587701613	0.9492079678374113	0.25431723505966736	0.7992504857786071	0.9999773224878018
unown123	1	1	2	2	3	3	1.9790217013789109	1.052956883917308	1.671613061659897	0.6299046759491883	0.5287569533850519	0.9999773224878018
unown124	51	40	25	43	29	32	37.02238230871397	-0.10860784802694022	0.5295759711379431	-0.20508454678101365	0.8375060697110487	0.9999773224878018
unown125	7	5	22	1	6	17	9.266593391843697	-0.473422517276125	1.147433537059273	-0.41259253977310706	0.6799051679661842	0.9999773224878018
unown126	31	54	8	33	49	14	31.696351445810986	0.08282419756677706	0.7831683218307668	0.1057552958387844	0.915776506560713	0.9999773224878018
unown127	0	25	0	18	10	39	15.269705902585615	1.463548323320641	1.50834591087779	0.9703001896089746	0.3318968828091882	0.9999773224878018
unown128	37	47	22	35	38	30	34.90134363777151	0.0017150149995531364	0.5158215239572127	0.0033248224820013454	0.9973471803617764	0.9999773224878018
unown129	18	35	32	24	36	35	29.59446895945661	0.21089353755864926	0.5113656471298095	0.4124124073299633	0.6800371706001216	0.9999773224878018
JAK3	8	12	24	16	9	4	12.0899141692183	-0.479294781660251	0.8986788741922653	-0.5333326457585222	0.5938033330836701	0.9999773224878018
unown130	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
DNAJC16	200	314	378	199	312	346	286.41196185998496	-0.008876864246091002	0.27123271136999477	-0.032727852777248045	0.9738916124800265	0.9999773224878018
unown131	2	16	5	5	19	4	8.34924549651722	0.32146491368697544	1.153930847954356	0.2785824768068693	0.7805652620111267	0.9999773224878018
unown132	1	0	13	4	0	15	5.306072601303244	0.5359211052606009	1.9235041991912496	0.2786170705974713	0.7805387108379558	0.9999773224878018
UAP1	1651	1377	1765	1567	1188	1357	1482.1266735253332	-0.1566661390965994	0.19842900216706233	-0.789532464436314	0.42980086305173326	0.9999773224878018
unown133	171	215	172	177	206	205	190.04167014725257	0.12207110165238085	0.22464237414044289	0.5434019388348519	0.5868530910788772	0.9999773224878018
unown134	29	19	10	33	17	18	21.4454738219355	0.2846971660960731	0.7129999563913537	0.39929478752984326	0.6896760073937591	0.9999773224878018
NR2F6	134	100	150	156	109	118	128.07798141190335	0.06604356102208854	0.3249694393585269	0.2032300672717261	0.8389552128972755	0.9999773224878018
unown135	2	5	42	1	5	27	12.890801603241249	-0.5127843502270445	1.3307577992849204	-0.38533259057552616	0.6999910184614977	0.9999773224878018
unown136	1	0	0	4	0	0	0.9208361917158508	2.0823562655416072	3.9555360611352977	0.5264409762311559	0.5985818516502148	0.9999773224878018
unown137	94	77	67	98	59	78	79.40222871679397	0.04036326399236862	0.3921821092294265	0.10291969736119737	0.9180267044822703	0.9999773224878018
unown138	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown139	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown140	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown141	21	25	19	20	17	8	18.378169456881594	-0.46028411421723897	0.6759406906426803	-0.6809534040325397	0.4959009747344408	0.9999773224878018
unown142	0	0	2	0	3	0	0.7894535681032422	0.6555857172190183	3.9624126488086935	0.16545114689559687	0.8685888989402273	0.9999773224878018
unown143	2	0	0	0	2	0	0.6707511788963261	-0.09001144399642214	3.992862737739562	-0.022543084976514714	0.9820147438805295	0.9999773224878018
unown144	15	23	14	6	7	9	12.177966895228149	-1.2005418669131125	0.7603131329170524	-1.5790097723382184	0.11433381557109122	0.9999773224878018
unown145	0	0	2	0	0	0	0.30576702956364205	-1.7271513775322345	4.045188418596132	-0.4269643830661505	0.6694052699444937	0.9999773224878018
PINK1	2034	1395	3299	2147	1463	3283	2246.752760115348	0.09775506726262291	0.32393950891678025	0.3017695111951784	0.7628277745014929	0.9999773224878018
unown146	100	103	83	120	107	128	106.95721396719057	0.36018379227506064	0.29469086455210314	1.2222428164595445	0.22161581672000585	0.9999773224878018
unown147	9	5	16	12	8	18	11.23328951310812	0.40547580379076337	0.8474447523486697	0.4784687174792202	0.6323166343554323	0.9999773224878018
unown148	56	54	73	52	56	73	60.09397811358834	0.034274243664630326	0.35546006531560387	0.09642220606187957	0.9231852564046845	0.9999773224878018
unown149	0	1	0	0	0	0	0.16252652229885126	-0.9108188294541582	4.080472856796901	-0.2232140395045134	0.8233689256373543	0.9999773224878018
TMUB1	518	586	611	521	635	486	556.1841238408348	-0.008440009959965526	0.1723294336513485	-0.0489760209915219	0.9609384054782639	0.9999773224878018
MUL1	1108	1100	1355	1084	1186	1179	1160.9243870874898	0.007435039681605736	0.13001955873134974	0.05718400949943412	0.9543986158864283	0.9999773224878018
unown150	0	0	0	0	0	0	0	NA	NA	NA	NA	NA
unown151	27	0	0	13	0	10	8.727203253981031	-0.22325153296720923	2.079912383105386	-0.10733698918311475	0.914521640911901	0.9999773224878018
VWA5B1	14	33	34	13	16	17	20.72332220361279	-0.7529986962625699	0.6230615001218559	-1.208546341116088	0.22683718197916544	0.9999773224878018
unown152	10	5	13	5	5	7	7.400042112597405	-0.6680799305000412	0.9551495681500235	-0.6994505915906012	0.48427048028866526	0.9999773224878018
